FID,OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUND,DATAQUALIT,FLAGS,SegStatus,CreateDate,Creator,ModifiedDa,ID,STUDY_TITL,COMPKEY_1,UNIT_ID_UN,DIR_FLOW,LANE,DAYS,Min_NORM_A,Max_NORM_A,Ave_NORM_A,Shape_Leng,ADJUST,Shape__Length
1839,469,"4827,4826",31ST AVE S,588,N,3/30/2022 12:00:00 AM,539,435,4588,4219,4100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338991,"31ST AVE S, S/O S JACKSON ST",4828,02275/0040,TOTAL,STANDARD,7,0,0,0,903.557989796, ,903.557989796028
1840,488,"20504,20502,20503",S JACKSON ST,555,N,5/3/2022 12:00:00 AM,591,630,7628,7421,7100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339232,"S JACKSON ST, E/O 23RD AVE S",20502,16285/0230,TOTAL,STANDARD,7,0,0,0,1189.14351367, ,1189.14351367419
1841,497,"7256,7334,7260,7261,7335,7258,7259,7257",5TH AVE NE,1878,N,3/29/2022 12:00:00 AM,268,423,3769,3457,3400,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338960,"5TH AVE NE, N/O NE 117TH ST",7260,03895/1170,TOTAL,STANDARD,7,0,0,0,3973.67981734, ,3973.67981732203
1842,504,"15544,15543,15545,15547,15542,15546",N 45TH ST,1462,N,10/6/2022 12:00:00 AM,683,849,11682,11734,11700,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340102,"N 45TH ST, W/O WOODLAWN W AVE N",15543,12125/0140,TOTAL,STANDARD,7,0,0,0,1441.85526739, ,1441.85526739472
1843,525,"8685,8688,8687,8710,8686,8689,8684",AIRPORT WAY S,324,N,8/22/2022 12:00:00 AM,1,2,16491,15271,15500,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339779,"AIRPORT WAY S, S/O S INDUSTRIAL EB WAY",8684,05000/0430,TOTAL,STANDARD,7,0,0,0,4176.06687813, ,4176.06687813365
1844,579,"20507,20509,20508,20506,20505",S JACKSON ST,553,N,3/30/2022 12:00:00 AM,539,435,4588,4219,4100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338991,"31ST AVE S, S/O S JACKSON ST",4828,02275/0040,TOTAL,STANDARD,7,0,0,0,1192.44597359, ,1192.4459735702
1845,581,"3600,3604,3602,3605,3601,3603",24TH AVE NW,1756,N,3/3/2022 12:00:00 AM,675,725,8667,8338,7800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338837,"24TH AVE NW, S/O NW 80TH ST",3605,01485/0770,TOTAL,STANDARD,7,0,0,0,3959.42982337, ,3959.42982338364
1846,597,"18120,18142,18113,18112,18114","NW 100TH ST,NW 103RD ST,NW 100TH PL",1827,N,7/26/2022 12:00:00 AM,473,623,6561,6501,6200,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339693,"NW 100TH PL, SW/O 6TH AVE NW",18113,14050/0043,TOTAL,STANDARD,7,0,0,0,1563.54560692, ,1563.54560691173
1847,607,"21329,21328",S SPOKANE ST,380,N,10/1/2022 12:00:00 AM,3,3,45715,43795,45700,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342140,"S SPOKANE SR ST, E/O 1ST AVE S",21328,16975/0010,TOTAL,STANDARD,7,0,0,0,1262.99014569, ,1262.99014567107
1848,614,"4830,4832,4835,4841,4831,4842,4845,4834,4843,4838,4840,4833,4829,4828,4836,4837,4847,4839,4846,4844",31ST AVE S,551,N,3/30/2022 12:00:00 AM,539,435,4588,4219,4100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338991,"31ST AVE S, S/O S JACKSON ST",4828,02275/0040,TOTAL,STANDARD,7,0,0,0,7702.370295, ,7702.3702950277
1849,625,"21819,21815,21817,21816,21818",SW AVALON WAY,364,N,3/3/2022 12:00:00 AM,1,1,18212,18228,16400,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338791,"SW AVALON WAY, N/O 30TH AVE SW",21818,17390/0296,TOTAL,STANDARD,7,0,0,0,2296.26858697, ,2296.26858693631
1850,627,"2012,2010,2008,2011,2009,2013,2005,2004,2007,2006",15TH AVE E,1175,N,10/3/2022 12:00:00 AM,284,364,3965,3916,4000,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,340066,"15TH AVE E, N/O E HARRISON N ST",2007,00550/0040,TOTAL,STANDARD,7,0,0,0,2325.81919497, ,2325.8191949838
1851,644,"19225,19224,19223",NW MARKET ST,1562,N,10/18/2022 12:00:00 AM,1,2,20773,20583,20800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340255,"NW MARKET ST, W/O 8TH AVE NW",19223,15130/0080,TOTAL,STANDARD,7,0,0,0,1825.89583584, ,1825.89583585213
1852,658,2754,2ND AVE,724,Y,6/24/2022 12:00:00 AM,682,872,11847,12017,11400,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339540,"2ND AVE, SE/O SENECA ST",2754,00955/0110,SE,STANDARD,7,0,0,0,305.907452988, ,305.907452995477
1853,667,"14063,14065,14064,14066,14062,14061,14067,14060",EAST GREEN LAKE DR N,1719,N,3/10/2022 12:00:00 AM,504,629,7180,7030,6500,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338877,"EAST GREEN LAKE DR N, NW/O LATONA AVE NE",14060,11070/0740,TOTAL,STANDARD,7,0,0,0,2749.00607755, ,2749.00607757761
1854,670,"352719,11523,484871,11528,352636,484892,352777,352479,11525,352481,352478,11527,484893",M L KING JR WAY S,420,N,10/17/2022 12:00:00 AM,2,1,16107,15096,16100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340217,"M L KING JR ER WAY S, N/O S ANDOVER ST",352636,08299/0360,TOTAL,STANDARD,7,0,0,0,4787.56309448, ,4787.56309449378
1855,679,"8004,8003,8005,8008,8007,8006",6TH AVE S,369,N,4/1/2022 12:00:00 AM,464,537,6074,5040,5900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339011,"6TH AVE S, N/O S ANDOVER ST",8006,04455/0390,TOTAL,STANDARD,7,0,0,0,1726.77883475, ,1726.77883476825
1856,702,"1111,1108,1109,1112,1113,1110",1ST AVE NE,1927,N,3/8/2022 12:00:00 AM,404,520,5214,4827,4700,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338804,"1ST AVE NE, S/O NE 145TH ST",1113,00020/1430,TOTAL,STANDARD,7,0,0,0,2910.40346192, ,2910.40346192215
1857,718,"9939,9944,9946,9942,9945,9943,9940,9941",DAYTON AVE N,1889,N,7/15/2022 12:00:00 AM,79,108,1040,998,1000,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339621,"DAYTON AVE N, N/O N 110TH ST",9941,06265/1100,TOTAL,STANDARD,7,0,0,0,5296.09729475, ,5296.09729476432
1858,740,"1204,1203",1ST AVE S,505,N,10/1/2022 12:00:00 AM,1,1,18380,16909,18400,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342138,"1ST AVE S, N/O S HOLGATE ST",1204,00030/0170,TOTAL,STANDARD,7,0,0,0,1535.07574803, ,1535.07574802812
1859,775,"4240,4243,4247,4245,4246,4244,4248,4241,4242",28TH AVE W,1300,N,10/21/2022 12:00:00 AM,260,316,3293,3106,3300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340244,"28TH AVE W, S/O W SMITH ST",4241,01930/0240,TOTAL,STANDARD,7,0,0,0,3312.60527878, ,3312.60527877548
1860,788,"17904,17905,17902,17906,17903",NE 95TH ST,1802,N,10/6/2022 12:00:00 AM,548,608,6440,6163,6400,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340110,"NE 95TH ST, E/O 40TH AVE NE",17903,13785/0400,TOTAL,STANDARD,7,0,0,0,3179.04906121, ,3179.04906121191
1861,801,"9324,9323",BOREN AVE,1017,B,8/23/2022 12:00:00 AM,743,892,12105,11869,11400,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339782,"BOREN AVE, SE/O VIRGINIA ST",9323,05565/0190,TOTAL,STANDARD,7,0,0,0,502.287218924, ,502.287218923564
1862,807,"8743,8742,14384,14383","ALASKAN WAY S,EAST MARGINAL WAY S",37,N,10/21/2022 12:00:00 AM,373,448,4061,3559,4100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340248,"EAST MARGINAL WAY S, N/O S HANFORD ST",14384,11300/0240,TOTAL,STANDARD,7,0,0,0,5696.43079737, ,5696.43079737263
1863,815,"12155,12158,12148,12156,163183,12146,12159,12145,12149,12152,12150,12154,163182,12151,12147,12153,12157",PHINNEY AVE N,1642,N,3/3/2022 12:00:00 AM,520,534,6995,7014,6300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338833,"PHINNEY AVE N, S/O N 65TH ST",12159,09115/0640,TOTAL,STANDARD,7,0,0,0,4076.44635072, ,4076.44635072641
1864,821,"8662,8661,8667,8663,8665,8664,8660,338124,8666",AIRPORT WAY S,482,N,10/1/2022 12:00:00 AM,2,2,18052,15433,18100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342129,"AIRPORT WAY S, N/O S HOLGATE SR ST",338124,05000/0191,TOTAL,STANDARD,7,0,0,0,2333.4389357, ,2333.43893569727
1865,837,"15124,15125,18221,18220","N 125TH ST,NW 125TH ST",1894,N,1/10/2022 12:00:00 AM,300,357,3476,3245,3500,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338579,"NW 125TH ST, W/O 1ST AVE NW",18220,14205/0010,TOTAL,STANDARD,7,0,0,0,1333.89223539, ,1333.89223537507
1866,851,"2320,2321,22180","16TH AVE SW,SW FLORIDA ST",475,N,6/9/2022 12:00:00 AM,174,166,1699,1391,1600,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339482,"SW FLORIDA ST, W/O 13TH AVE SW",22180,17690/0130,TOTAL,STANDARD,7,0,0,0,3958.44190079, ,3958.44190078768
1867,869,590107,1ST AVE S,415,N,10/1/2022 12:00:00 AM,1,1,14162,12247,14200,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342144,"1ST ER AVE S, N/O S SPOKANE NR ST",590107,00033/0340,TOTAL,STANDARD,7,0,0,0,746.444897443, ,746.444897454296
1868,882,"20893,20891,20887,20888,20892,20886,20890,20889,338575",S MOUNT BAKER BLVD,432,N,4/21/2022 12:00:00 AM,17,27,198,180,200,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339114,"S MOUNT BAKER EB BV, SW/O 34TH AVE S",20890,16615/0330,NE,STANDARD,7,0,0,0,2699.08612604, ,2699.08612604067
1869,883,"8117,8119,8118,8116,9091,9093,9099,9092,9095,9101,9100,9098,9094,9096,9097","63RD AVE SW,BEACH DR SW",427,N,3/3/2022 12:00:00 AM,335,449,4514,4651,4100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,338794,"BEACH DR SW, SE/O 61ST AVE SW",9093,05385/0370,TOTAL,STANDARD,7,0,0,0,6315.62414529, ,6315.62414527925
1870,917,"12376,12369,12374,12379,12370,12368,12377,12372,12378,12373,12381,12375,12371,12380",RAINIER AVE S,424,N,11/2/2022 12:00:00 AM,1,2,20077,19467,19700,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340316,"RAINIER AVE S, N/O S GENESEE N ST",12380,09345/0420,TOTAL,STANDARD,7,0,0,0,5040.81236264, ,5040.81236264134
1871,920,"14226,14224,14227,14223,14225,14229,14222,14228,14230",E JEFFERSON ST,702,N,8/23/2022 12:00:00 AM,238,305,3729,3485,3500,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339796,"E JEFFERSON ST, E/O 18TH AVE",14226,11190/0180,TOTAL,STANDARD,7,0,0,0,2809.40902559, ,2809.40902558908
1872,977,"8000,7999,7998,7997",6TH AVE S,430,N,4/1/2022 12:00:00 AM,707,901,11133,9657,10900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339007,"6TH AVE S, N/O S HINDS ST",7999,04455/0330,TOTAL,STANDARD,7,0,0,0,2192.07609169, ,2192.07609169532
1873,1003,"4511,4507,4506,4509,4512,4510,4505,4513,4508",3RD AVE NW,1937,N,3/24/2022 12:00:00 AM,294,330,3306,3124,3000,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338944,"3RD AVE NW, S/O NW 145TH ST",4513,02095/1440,TOTAL,STANDARD,7,0,0,0,3967.5710423, ,3967.57104229765
1874,1010,"20626,20627,20628",S LANDER ST,451,N,10/17/2022 12:00:00 AM,617,640,7738,6514,7700,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340210,"S LANDER ST, W/O 6TH AVE S",20628,16420/0050,TOTAL,STANDARD,7,0,0,0,760.137397093, ,760.137397093223
1875,1018,"11417,11415,11414,11413,11412,11416",LINDEN AVE N,1694,N,5/11/2022 12:00:00 AM,469,613,6449,6157,6000,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339305,"LINDEN AVE N, N/O N 72ND ST",11417,08230/0720,TOTAL,STANDARD,7,0,0,0,1847.37937565, ,1847.37937565738
1876,1048,"14403,14401,14402,14400",EAST MARGINAL WAY S,273,N,10/1/2022 12:00:00 AM,4,5,53588,48516,53600,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342134,"EAST MARGINAL WAY S, N/O 1ST AVE S",14403,11300/0590,TOTAL,STANDARD,7,0,0,0,2001.20326187, ,2001.2032618668
1877,1050,"12383,12382",RAINIER AVE S,316,N,10/6/2022 12:00:00 AM,950,1,15667,15235,15700,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340118,"RAINIER AVE S, N/O S ALASKA ST",12383,09345/0450,TOTAL,STANDARD,7,0,0,0,1260.71429231, ,1260.71429232425
1878,1075,"12227,12231,12229,12232,12228,12230",PINEHURST WAY NE,1862,N,2/24/2022 12:00:00 AM,487,650,7112,6703,7300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338778,"PINEHURST WAY NE, NE/O NE 115TH ST",12231,09165/1150,TOTAL,STANDARD,7,0,0,0,2001.94816662, ,2001.94816664104
1879,1168,"5455,5459,5457,5461,5458,5452,5453,5454,5456",35TH AVE SW,297,N,10/1/2022 12:00:00 AM,1,2,19827,18930,19800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342135,"35TH AVE SW, N/O SW RAYMOND ST",5458,02720/0590,TOTAL,STANDARD,7,0,0,0,5976.27964839, ,5976.27964839039
1880,1171,"10874,8476,8477","HENDERSON PL SW,8TH AVE SW",104,N,3/24/2022 12:00:00 AM,568,884,9119,8608,8200,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338937,"8TH AVE SW, N/O SW CAMBRIDGE ST",8476,04810/0920,TOTAL,STANDARD,7,0,0,0,2079.73698287, ,2079.73698286761
1881,1206,"11822,11825,11823,11824,9701,9702,9700,9703","MERIDIAN AVE N,COLLEGE WAY N",1849,N,3/17/2022 12:00:00 AM,613,622,8119,7253,7300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,338892,"MERIDIAN AVE N, S/O N 106TH ST",11823,08620/1050,TOTAL,STANDARD,7,0,0,0,4723.78217193, ,4723.78217194494
1882,1215,8690,AIRPORT WAY S,265,N,10/1/2022 12:00:00 AM,1,1,16458,13998,16500,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342137,"AIRPORT WAY S, NW/O CORSON AVE S",8690,05000/0550,TOTAL,STANDARD,7,0,0,0,556.487339828, ,556.487339840604
1883,1226,"9487,9484,9485,9486",BROOKLYN AVE NE,1533,N,12/6/2022 12:00:00 AM,91,150,1470,1500,1500,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340389,"BROOKLYN AVE NE, N/O NE 52ND ST",9485,05765/0520,TOTAL,STANDARD,7,0,0,0,2314.12452006, ,2314.12452005939
1884,1227,590096,W SEA BR WB 1 AV OFF RP,2,N,10/1/2022 12:00:00 AM,1,1,14162,12247,14200,Study(Normalized22), ,Not,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342144,"1ST ER AVE S, N/O S SPOKANE NR ST",590107,00033/0340,TOTAL,STANDARD,7,0,0,0,918.288226286, ,918.288226315989
1885,1250,"22992,22994,22993,10421","SW WILDWOOD PL,FAUNTLEROY WAY SW",103,N,5/10/2022 12:00:00 AM,654,737,8689,8342,8100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339291,"SW WILDWOOD PL, NW/O 46TH AVE SW",22993,18315/0460,TOTAL,STANDARD,7,0,0,0,1255.61266615, ,1255.61266614892
1886,1256,4382,3RD AVE,774,Y,10/13/2022 12:00:00 AM,315,331,5088,4633,5100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340175,"3RD AVE, SE/O UNION ST",4382,02080/0130,TOTAL,STANDARD,7,0,0,0,425.989836247, ,425.989836227057
1887,1279,6228,4TH AVE S,578,Y,10/1/2022 12:00:00 AM,1,897,13933,13060,13900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,342130,"4TH AVE S, N/O S JACKSON ST",6228,03150/0030,N,STANDARD,7,0,0,0,306.08514631, ,306.085146324772
1888,1282,"11234,11235,11236,11231,11232,11230,11233",LAKE WASHINGTON BLVD S,463,N,10/6/2022 12:00:00 AM,772,771,7121,6416,7100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340127,"LAKE WASHINGTON BLVD S, S/O S HORTON ST",11232,08060/0330,TOTAL,STANDARD,7,0,0,0,7777.46264013, ,7777.46264013544
1889,1300,"8397,8400,8396,8399,8402,8403,8406,8404,8405,8395,8398,8401",8TH AVE NW,1752,N,3/31/2022 12:00:00 AM,789,979,10922,10475,9900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338977,"8TH AVE NW, S/O NW 80TH ST",8406,04800/0790,TOTAL,STANDARD,7,0,0,0,3994.56047296, ,3994.56047297398
1890,1321,"14393,14391,14396,14395,14392,14394",EAST MARGINAL WAY S,337,N,9/6/2022 12:00:00 AM,4,5,56217,54686,56300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339888,"EAST MARGINAL WAY S, S/O S IDAHO ST",14393,11300/0420,TOTAL,STANDARD,7,0,0,0,3266.70219754, ,3266.70219753555
1891,1322,"19326,19327,10228,10229,10230,10231","S ALBRO PL,ELLIS AVE S",214,N,3/31/2022 12:00:00 AM,855,874,11469,10168,10300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338983,"ELLIS AVE S, S/O S WARSAW ST",10230,06575/0660,TOTAL,STANDARD,7,0,0,0,2659.47426809, ,2659.47426809317
1892,1347,"12963,12965,12964,12962,12966,334476,12961,12967,12968",STONE WAY N,1461,N,3/3/2022 12:00:00 AM,697,775,9193,8848,8300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338835,"STONE WAY N, S/O N 45TH ST",12968,09810/0446,TOTAL,STANDARD,7,0,0,0,2190.67636594, ,2190.67636594208
1893,1386,"18017,18018,18016,18015",NE NORTHGATE WAY,1843,N,2/24/2022 12:00:00 AM,965,1,14136,13504,14500,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338782,"NE NORTHGATE WAY, W/O 15TH AVE NE",18018,13930/0140,TOTAL,STANDARD,7,0,0,0,1334.94983221, ,1334.94983221247
1894,1395,"2469,2472,2468,2471,2470,2473",17TH AVE S,497,N,5/31/2022 12:00:00 AM,208,279,3002,3212,2800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339392,"17TH AVE S, N/O S HILL ST",2471,00780/0200,TOTAL,STANDARD,7,0,0,0,1998.61374027, ,1998.61374027853
1895,1460,"20845,20846,20847",S MICHIGAN ST,220,N,10/1/2022 12:00:00 AM,2,2,27492,26797,27500,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,342145,"S MICHIGAN ST, E/O 4TH AVE S",20845,16565/0040,TOTAL,STANDARD,7,0,0,0,911.390290718, ,911.390290717789
1896,1469,"21059,21053,21058,21054,21055,21057,21056",S OTHELLO ST,175,N,3/10/2022 12:00:00 AM,482,627,7826,7559,7100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338873,"S OTHELLO ST, E/O 43RD AVE S",21055,16735/0430,TOTAL,STANDARD,7,0,0,0,2683.44794182, ,2683.44794182401
1897,1474,"3959,3960",26TH AVE SW,88,N,5/19/2022 12:00:00 AM,439,613,7081,6848,6600,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339330,"26TH AVE SW, S/O SW CAMBRIDGE ST",3960,01720/0940,TOTAL,STANDARD,7,0,0,0,1334.52762521, ,1334.52762520993
1898,1479,"7534,7533,7536,7531,7535,7530,7532",51ST AVE S,67,N,9/19/2022 12:00:00 AM,689,759,9933,9634,9900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339894,"51ST AVE S, S/O S GAZELLE ST",7533,04025/0990,TOTAL,STANDARD,7,0,0,0,3904.55803946, ,3904.55803944243
1899,1496,"13819,13822,13820,13821",E ALOHA ST,1176,N,11/15/2022 12:00:00 AM,430,510,5897,5671,5800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340368,"E ALOHA ST, W/O 16TH AVE E",13819,10830/0150,TOTAL,STANDARD,7,0,0,0,1299.95840735, ,1299.95840738268
1900,1498,10387,FAUNTLEROY WAY SW,298,N,3/24/2022 12:00:00 AM,477,609,7516,7457,17500,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338939,"FAUNTLEROY WAY SW, S/O SW ALASKA ST",10387,06770/0470,TOTAL,STANDARD,7,0,0,0,676.328301458, ,676.328301472746
1901,1549,"19596,20764,20763,1657,1658,1659","S CHARLES ST,S MASSACHUSETTS ST,12TH AVE S",529,N,10/7/2022 12:00:00 AM,97,138,1570,1530,1600,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,340135,"S MASSACHUSETTS ST, W/O 14TH AVE S",20764,16525/0130,TOTAL,STANDARD,7,0,0,0,2817.53541122, ,2817.53541117876
1902,1552,"1093,1092,1091",1ST AVE NE,1815,N,5/11/2022 12:00:00 AM,269,400,4251,3938,4000,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339307,"1ST AVE NE, N/O NE 95TH ST",1093,00020/0950,TOTAL,STANDARD,7,0,0,0,1990.08571283, ,1990.08571283077
1903,1557,"12310,12312,12313,12311,12309",QUEEN ANNE AVE N,1223,N,10/13/2022 12:00:00 AM,227,280,2823,3145,2800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340188,"QUEEN ANNE AVE N, S/O CROCKETT ST",12312,09315/0190,TOTAL,STANDARD,7,0,0,0,2227.56804727, ,2227.56804728923
1904,1561,"1580,1581,1584,1583,1582",12TH AVE NE,1678,N,5/10/2022 12:00:00 AM,314,508,4695,4147,4400,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339293,"12TH AVE NE, S/O NE 67TH ST",1581,00330/0660,N,STANDARD,7,0,0,0,1326.91724957, ,1326.91724958849
1905,1566,6125,4TH AVE,710,Y,6/24/2022 12:00:00 AM,785,624,10677,9914,10300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339542,"4TH AVE, NW/O MARION ST",6125,03130/0090,NW,STANDARD,7,0,0,0,306.055459772, ,306.055459792391
1906,1591,"12413,12415,12414,12416,12418,12409,12411,12417,12410,12412",RAINIER AVE S,171,N,10/17/2022 12:00:00 AM,1,1,16825,16177,16800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340221,"RAINIER AVE S, S/O S OTHELLO ST",12409,09345/0730,TOTAL,STANDARD,7,0,0,0,3940.44049851, ,3940.44049850794
1907,1641,"20777,20776,20778,20775",S MASSACHUSETTS ST,494,N,4/28/2022 12:00:00 AM,588,653,7782,7488,7600,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339197,"S MASSACHUSETTS ST, E/O 24TH AVE S",20776,16525/0240,TOTAL,STANDARD,7,0,0,0,1121.40136698, ,1121.40136699338
1908,1653,"8728,8730,8729",ALASKAN WAY,880,Y,10/13/2022 12:00:00 AM,940,1,15927,15529,15900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340181,"ALASKAN WAY, SE/O BLANCHARD ST",8728,05045/0210,TOTAL,STANDARD,7,0,0,0,1584.91804822, ,1584.91804822339
1909,1661,"13189,13191,13190",UNIVERSITY BR,1962,N,10/14/2022 12:00:00 AM,2,2,20789,19731,20800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340171,"UNIVERSITY BR, SW/O POINT A",13189,10110/0330,TOTAL,STANDARD,7,0,0,0,1601.90487703, ,1601.90487702037
